Company_Name,Category,Address,Url,Latitude,Longitude,State
KD Fitness,Gym,"Mahatma Gandhi Road, Tezu, Arunachal Pradesh 792001, India",https://www.google.co.kr/maps/place/KD+Fitness/data=!4m5!3m4!1s0x373e659fe4c98e2b:0xba550d123ba18871!8m2!3d27.927483!4d96.1638726?authuser=0&hl=en&rclk=1,27.927483000000002,96.16387259999999,Arunachal Pradesh
PandP unisex gym,Gym,"Tani colony, C- Sector, Naharlagun, Arunachal Pradesh 791110",https://www.google.co.kr/maps/place/PandP+unisex+gym/data=!4m5!3m4!1s0x374401ffbed55d31:0xea9123f0253ce3e6!8m2!3d27.1040339!4d93.6870462?authuser=0&hl=en&rclk=1,27.104033899999997,93.68704620000001,Arunachal Pradesh
Fitness freak gym,Gym,"Near national highway 415, gohpurtinali Gohpur, tinali, Itanagar, Arunachal Pradesh 791113",https://www.google.co.kr/maps/place/Fitness+freak+gym/data=!4m5!3m4!1s0x374407744fc171ed:0xfbc15cdc736bc1a5!8m2!3d27.0751838!4d93.5927678?authuser=0&hl=en&rclk=1,27.075183799999998,93.59276779999999,Arunachal Pradesh
KPK VILLA,Gym,"Kingya Charali,, Namsai, Arunachal Pradesh 792103, India",https://www.google.co.kr/maps/place/KPK+VILLA/data=!4m5!3m4!1s0x373efaf37b608ca1:0xea0fcd0a544b89c5!8m2!3d27.6537495!4d95.8755297?authuser=0&hl=en&rclk=1,27.6537495,95.8755297,Arunachal Pradesh
JBN GYM,Gym,"Lama camp road opposite, government.secondary. school, Telluliang, Tezu, Arunachal Pradesh 792001, India",https://www.google.co.kr/maps/place/JBN+GYM/data=!4m5!3m4!1s0x373e671e42d6882d:0x2379c992b4e31f3!8m2!3d27.9271255!4d96.1416922?authuser=0&hl=en&rclk=1,27.9271255,96.14169220000001,Arunachal Pradesh
I National GYM,Fitness center,"near sani mandir, E-SECTOR, Cona County, Naharlagun, Arunachal Pradesh 791110",https://www.google.co.kr/maps/place/I+National+GYM/data=!4m5!3m4!1s0x3744013bc43e1821:0xc674d70c8050163a!8m2!3d27.1056378!4d93.6943765?authuser=0&hl=en&rclk=1,27.105637800000004,93.6943765,Arunachal Pradesh
Vivekananda Centre of Excellence,Gym,"A - Sector, Naharlagun, Arunachal Pradesh",https://www.google.co.kr/maps/place/Vivekananda+Centre+of+Excellence/data=!4m5!3m4!1s0x3744006227966bab:0x471f76b44183a416!8m2!3d27.1073284!4d93.7046996?authuser=0&hl=en&rclk=1,27.1073284,93.7046996,Arunachal Pradesh
Gym center,Gym,"4R9F+42W, Roing, Arunachal Pradesh 792110, India",https://www.google.co.kr/maps/place/Gym+center/data=!4m5!3m4!1s0x373e494ed25cac3b:0x9ba220586e49f87d!8m2!3d28.1178597!4d95.8225911?authuser=0&hl=en&rclk=1,28.1178597,95.8225911,Arunachal Pradesh
Victorias Gym,Gym,"Vivek Vihar Government Colony, Aalo, Itanagar, Arunachal Pradesh 791113",https://www.google.co.kr/maps/place/Victorias+Gym/data=!4m5!3m4!1s0x374407b54f1b47c1:0xb8deae92dee21c02!8m2!3d27.0810955!4d93.6023542?authuser=0&hl=en&rclk=1,27.0810955,93.60235420000001,Arunachal Pradesh
Topu Tagin Gym,Gym,"Chimpu Jollang Road, near TT Construction, Itanagar, Arunachal Pradesh 791113",https://www.google.co.kr/maps/place/Topu+Tagin+Gym/data=!4m5!3m4!1s0x374407f49479fbaf:0xb416d986bdf21911!8m2!3d27.0707571!4d93.6154877?authuser=0&hl=en&rclk=1,27.070757099999998,93.6154877,Arunachal Pradesh
